epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,504.097,1.29674,0.85227,1.18658,0.86071,0.82231,0.90104,0.57571,1.27104,0.80844,1.20219,0.00954213,0.00954213,0.00954213
39,517.245,1.30994,0.89465,1.18124,0.87337,0.82874,0.90422,0.56962,1.30575,0.80316,1.20842,0.00952975,0.00952975,0.00952975
40,531.145,1.30719,0.90026,1.18596,0.86164,0.79974,0.89237,0.56922,1.23684,0.81174,1.18691,0.00951737,0.00951737,0.00951737
41,544.89,1.26175,0.84322,1.15878,0.81295,0.81137,0.88176,0.5368,1.3618,0.87689,1.26831,0.009505,0.009505,0.009505
42,558.533,1.2539,0.82868,1.16152,0.85445,0.80879,0.90097,0.57871,1.26688,0.81125,1.20942,0.00949263,0.00949263,0.00949263
43,571.444,1.24239,0.83687,1.14196,0.86295,0.82162,0.90204,0.58484,1.22293,0.80062,1.17241,0.00948025,0.00948025,0.00948025
44,584.551,1.23767,0.81577,1.14581,0.87606,0.82429,0.91075,0.58415,1.22728,0.76965,1.17991,0.00946788,0.00946788,0.00946788
45,597.522,1.22831,0.81662,1.14106,0.83235,0.83979,0.90257,0.58669,1.23653,0.78787,1.19634,0.0094555,0.0094555,0.0094555
46,610.45,1.21593,0.79582,1.13232,0.86498,0.83463,0.91236,0.58991,1.26053,0.7701,1.19317,0.00944313,0.00944313,0.00944313
47,623.331,1.25165,0.80295,1.16244,0.85405,0.84755,0.9025,0.597,1.21424,0.75667,1.17249,0.00943075,0.00943075,0.00943075
48,636.368,1.23934,0.80161,1.14981,0.88408,0.82946,0.90971,0.59435,1.23269,0.74726,1.18612,0.00941837,0.00941837,0.00941837
49,649.194,1.23045,0.8037,1.13907,0.85981,0.82817,0.90675,0.5963,1.206,0.76929,1.15976,0.009406,0.009406,0.009406
50,661.975,1.22265,0.80117,1.14237,0.87727,0.86047,0.91679,0.60605,1.20053,0.72327,1.16635,0.00939363,0.00939363,0.00939363
51,675.145,1.24223,0.80593,1.13959,0.87119,0.83333,0.91443,0.59378,1.22934,0.72721,1.16399,0.00938125,0.00938125,0.00938125
52,688.208,1.21907,0.7768,1.13909,0.904,0.8516,0.92653,0.61927,1.18861,0.71435,1.15575,0.00936888,0.00936888,0.00936888
53,701.091,1.19565,0.76288,1.1223,0.88775,0.86851,0.93074,0.62409,1.16948,0.69595,1.13625,0.0093565,0.0093565,0.0093565
54,714.477,1.19748,0.76136,1.12663,0.91133,0.82329,0.91544,0.60621,1.19652,0.71847,1.13704,0.00934413,0.00934413,0.00934413
55,727.536,1.21165,0.78422,1.12264,0.91539,0.83865,0.93703,0.62292,1.17566,0.67917,1.13866,0.00933175,0.00933175,0.00933175
56,740.817,1.15675,0.73421,1.09694,0.90106,0.85896,0.93606,0.62961,1.20947,0.68995,1.16827,0.00931937,0.00931937,0.00931937
57,753.838,1.17445,0.74017,1.1105,0.87741,0.85401,0.91891,0.6066,1.20065,0.69827,1.14902,0.009307,0.009307,0.009307
58,766.679,1.19176,0.7273,1.11873,0.88495,0.87339,0.92728,0.61614,1.18517,0.66924,1.14335,0.00929462,0.00929462,0.00929462
59,779.709,1.15903,0.73269,1.10589,0.92109,0.8294,0.92266,0.62155,1.17567,0.68716,1.15196,0.00928225,0.00928225,0.00928225
60,792.752,1.16314,0.71594,1.10422,0.87034,0.8586,0.91805,0.6138,1.17314,0.67654,1.13311,0.00926988,0.00926988,0.00926988
61,805.587,1.16225,0.7245,1.10119,0.91013,0.86353,0.94268,0.64197,1.1469,0.65054,1.1106,0.0092575,0.0092575,0.0092575
62,818.666,1.179,0.71794,1.11172,0.91224,0.86951,0.93729,0.64042,1.16217,0.65871,1.13052,0.00924512,0.00924512,0.00924512
63,831.492,1.14573,0.70309,1.10083,0.88848,0.86822,0.92435,0.6269,1.14406,0.66289,1.11937,0.00923275,0.00923275,0.00923275
64,844.184,1.12761,0.70344,1.08092,0.90586,0.86047,0.93335,0.63175,1.17129,0.67038,1.12973,0.00922038,0.00922038,0.00922038
65,856.878,1.18991,0.72502,1.13104,0.91859,0.87209,0.93484,0.64147,1.13234,0.64049,1.10042,0.009208,0.009208,0.009208
66,869.489,1.15939,0.74269,1.11306,0.88932,0.86166,0.93469,0.64061,1.13343,0.65483,1.11873,0.00919562,0.00919562,0.00919562
67,882.383,1.15386,0.73378,1.10114,0.92663,0.84844,0.93674,0.64173,1.14229,0.63838,1.11298,0.00918325,0.00918325,0.00918325
68,895.281,1.13573,0.68463,1.07746,0.88444,0.89985,0.95024,0.65545,1.12829,0.63256,1.09901,0.00917088,0.00917088,0.00917088
69,908.849,1.0968,0.67777,1.07384,0.8957,0.89876,0.94331,0.65128,1.12669,0.62991,1.11623,0.0091585,0.0091585,0.0091585
70,922.41,1.1354,0.69076,1.09243,0.91437,0.86693,0.93861,0.65508,1.10339,0.63118,1.08999,0.00914613,0.00914613,0.00914613
71,935.197,1.13461,0.68978,1.09259,0.89568,0.88747,0.94587,0.65522,1.11597,0.62464,1.09499,0.00913375,0.00913375,0.00913375
72,947.863,1.12112,0.71483,1.08446,0.90712,0.88333,0.95213,0.66043,1.11382,0.62812,1.10033,0.00912138,0.00912138,0.00912138
73,960.728,1.09649,0.67726,1.06292,0.91108,0.87374,0.9467,0.66191,1.09244,0.61259,1.06835,0.009109,0.009109,0.009109
74,973.682,1.12522,0.67184,1.08439,0.92155,0.88029,0.95284,0.66511,1.09009,0.58642,1.05879,0.00909662,0.00909662,0.00909662
75,986.484,1.1006,0.68685,1.07116,0.90291,0.88243,0.94818,0.65501,1.1137,0.62372,1.08867,0.00908425,0.00908425,0.00908425
76,999.412,1.09209,0.69004,1.06536,0.90866,0.8876,0.9382,0.6447,1.12381,0.62373,1.09931,0.00907188,0.00907188,0.00907188
77,1012.18,1.16106,0.68844,1.09509,0.90703,0.89793,0.95499,0.66581,1.0819,0.60461,1.07759,0.0090595,0.0090595,0.0090595
78,1025.1,1.09412,0.67385,1.06799,0.90982,0.89941,0.95139,0.66619,1.09244,0.59644,1.08155,0.00904713,0.00904713,0.00904713
79,1037.98,1.08527,0.67646,1.04892,0.92159,0.8808,0.95575,0.66163,1.09936,0.59713,1.07813,0.00903475,0.00903475,0.00903475
80,1050.92,1.09133,0.68833,1.06271,0.94428,0.87574,0.94803,0.65205,1.1242,0.59626,1.09504,0.00902238,0.00902238,0.00902238
81,1063.82,1.06781,0.66024,1.0504,0.93451,0.85788,0.94486,0.65342,1.10859,0.61927,1.09501,0.00901,0.00901,0.00901
82,1077.02,1.07315,0.66403,1.06448,0.90101,0.88201,0.94523,0.66574,1.08002,0.61562,1.07527,0.00899762,0.00899762,0.00899762
83,1089.97,1.04873,0.65359,1.03818,0.91484,0.8883,0.95382,0.67461,1.06928,0.58641,1.06978,0.00898525,0.00898525,0.00898525
84,1102.84,1.06685,0.6876,1.04385,0.93194,0.86822,0.95287,0.66019,1.09894,0.58999,1.07315,0.00897287,0.00897287,0.00897287
85,1115.66,1.07621,0.65183,1.05098,0.94985,0.86822,0.95402,0.67432,1.07995,0.57252,1.06799,0.0089605,0.0089605,0.0089605
86,1129.09,1.07654,0.62718,1.05428,0.94871,0.87855,0.95619,0.68365,1.06772,0.56295,1.07109,0.00894812,0.00894812,0.00894812
87,1142.87,1.06609,0.6414,1.05096,0.9225,0.87664,0.95337,0.66894,1.08511,0.59598,1.08555,0.00893575,0.00893575,0.00893575
88,1156.89,1.05231,0.63854,1.04948,0.94285,0.89018,0.95997,0.68562,1.03914,0.5682,1.05756,0.00892338,0.00892338,0.00892338
89,1170.47,1.05815,0.61348,1.03245,0.95355,0.8753,0.9595,0.68335,1.07163,0.5702,1.0525,0.008911,0.008911,0.008911
90,1183.39,1.05299,0.61974,1.03677,0.9066,0.89276,0.94615,0.66552,1.06764,0.59317,1.07564,0.00889863,0.00889863,0.00889863
91,1196.39,1.03186,0.64347,1.0268,0.92666,0.8876,0.95498,0.67698,1.05632,0.57414,1.0647,0.00888625,0.00888625,0.00888625
92,1209.24,1.02195,0.61606,1.0359,0.92809,0.90039,0.95617,0.68718,1.03862,0.56001,1.0518,0.00887387,0.00887387,0.00887387
93,1222.29,1.01394,0.61409,1.02613,0.93479,0.88899,0.95591,0.68664,1.02953,0.55432,1.04906,0.0088615,0.0088615,0.0088615
94,1235.55,1.06453,0.64123,1.05095,0.92122,0.90642,0.95655,0.70037,1.00999,0.53405,1.04389,0.00884912,0.00884912,0.00884912
95,1248.63,1.03432,0.61577,1.023,0.91051,0.8939,0.9534,0.68517,1.03979,0.56845,1.05302,0.00883675,0.00883675,0.00883675
96,1261.56,1.02611,0.61164,1.02906,0.92444,0.90101,0.95383,0.69325,1.01641,0.553,1.03694,0.00882438,0.00882438,0.00882438
97,1274.51,1.02584,0.62111,1.03102,0.91845,0.90827,0.96064,0.69051,1.0289,0.55472,1.04817,0.008812,0.008812,0.008812
98,1288.24,1.09612,0.67041,1.06677,0.92193,0.88497,0.95316,0.68959,1.02154,0.55929,1.05417,0.00879963,0.00879963,0.00879963
99,1301.89,1.0255,0.62154,1.02914,0.94453,0.87993,0.96016,0.69472,1.03514,0.55263,1.04835,0.00878725,0.00878725,0.00878725
100,1316.06,1.01942,0.59473,1.03376,0.95029,0.89793,0.95947,0.69338,1.02515,0.53707,1.04546,0.00877487,0.00877487,0.00877487
101,1329.46,1.00969,0.61745,1.01989,0.93871,0.89039,0.95638,0.68922,1.03195,0.54943,1.04755,0.0087625,0.0087625,0.0087625
102,1342.29,1.02935,0.60226,1.02757,0.95146,0.8863,0.96006,0.69966,1.00142,0.53978,1.04248,0.00875013,0.00875013,0.00875013
103,1355.16,1.01991,0.6108,1.01698,0.92873,0.88889,0.95804,0.69322,1.00581,0.536,1.0396,0.00873775,0.00873775,0.00873775
104,1368.08,1.00014,0.60561,1.02072,0.93035,0.9031,0.96271,0.69718,1.02694,0.54193,1.05604,0.00872538,0.00872538,0.00872538
105,1381.15,0.99815,0.58812,1.03362,0.96687,0.86734,0.95891,0.70245,1.00991,0.54234,1.04546,0.008713,0.008713,0.008713
106,1394.55,1.00161,0.64009,1.01987,0.95682,0.89406,0.9632,0.7048,1.01246,0.52796,1.04354,0.00870063,0.00870063,0.00870063
107,1407.56,1.01933,0.60685,1.03103,0.93508,0.89332,0.96295,0.71287,0.98961,0.53266,1.04683,0.00868825,0.00868825,0.00868825
108,1420.71,1.00472,0.59965,1.01335,0.93806,0.90011,0.96109,0.71114,0.99792,0.52197,1.0391,0.00867587,0.00867587,0.00867587
109,1433.55,0.99451,0.60377,1.03012,0.94311,0.89954,0.96381,0.71883,0.9749,0.52178,1.03334,0.0086635,0.0086635,0.0086635
110,1446.81,0.99638,0.58579,1.03197,0.94572,0.90037,0.96261,0.70889,0.98263,0.51719,1.03454,0.00865113,0.00865113,0.00865113
111,1459.99,0.98992,0.58759,1.00114,0.9318,0.9031,0.95595,0.71,0.99006,0.53035,1.03313,0.00863875,0.00863875,0.00863875
112,1473.06,0.97806,0.59387,1.00917,0.92715,0.90442,0.96131,0.71895,0.96312,0.51419,1.01237,0.00862638,0.00862638,0.00862638
113,1485.77,0.99565,0.58339,1.01997,0.94911,0.8916,0.96521,0.72067,0.97488,0.50958,1.03265,0.008614,0.008614,0.008614
114,1498.57,0.97109,0.57119,1.00487,0.95598,0.89785,0.95939,0.71167,0.97741,0.51735,1.03668,0.00860162,0.00860162,0.00860162
115,1511.48,0.97876,0.56843,1.00821,0.94931,0.89527,0.96562,0.71733,0.98334,0.51105,1.03183,0.00858925,0.00858925,0.00858925
116,1524.55,0.98038,0.58101,1.00745,0.94403,0.91523,0.96801,0.7272,0.95741,0.48912,1.0152,0.00857687,0.00857687,0.00857687
117,1537.95,0.97459,0.59572,1.00936,0.94606,0.90698,0.97058,0.72626,0.96636,0.49814,1.00824,0.0085645,0.0085645,0.0085645
118,1551.18,0.93862,0.56165,0.98141,0.93486,0.91473,0.96807,0.72623,0.94147,0.48564,0.99877,0.00855213,0.00855213,0.00855213
119,1564.46,0.97783,0.58117,1.00877,0.91776,0.90837,0.9608,0.71284,0.97254,0.51181,1.0201,0.00853975,0.00853975,0.00853975
120,1577.93,0.96935,0.55984,1.00727,0.93029,0.91388,0.96184,0.70946,0.96807,0.50572,1.01191,0.00852738,0.00852738,0.00852738
121,1591.4,0.93358,0.56007,0.98347,0.96108,0.88501,0.96117,0.71973,0.94561,0.5044,1.00171,0.008515,0.008515,0.008515
122,1604.55,0.94761,0.55678,0.98853,0.93621,0.91019,0.96191,0.72439,0.95607,0.48994,1.00749,0.00850262,0.00850262,0.00850262
123,1617.97,0.98178,0.58151,1.02671,0.93673,0.91731,0.96799,0.72043,0.95529,0.49084,1.01847,0.00849025,0.00849025,0.00849025
124,1631.08,0.95492,0.60114,0.9971,0.95777,0.90828,0.9664,0.72047,0.96873,0.49417,1.01675,0.00847787,0.00847787,0.00847787
125,1644.18,0.95216,0.57497,1.00202,0.9558,0.91473,0.96933,0.72887,0.94763,0.49073,1.00997,0.0084655,0.0084655,0.0084655
126,1657.21,0.97456,0.57015,1.00524,0.92888,0.93023,0.96909,0.7295,0.95042,0.49281,1.00769,0.00845313,0.00845313,0.00845313
127,1670.4,0.94048,0.56071,0.98554,0.95305,0.91793,0.96846,0.7291,0.9466,0.48742,1.00428,0.00844075,0.00844075,0.00844075
128,1683.32,0.95514,0.55281,0.99653,0.92887,0.91602,0.96594,0.72254,0.96118,0.49486,1.01754,0.00842838,0.00842838,0.00842838
129,1696.22,0.96388,0.56674,1.00278,0.95042,0.90439,0.96725,0.73332,0.93126,0.47403,0.99968,0.008416,0.008416,0.008416
130,1709.42,0.95271,0.57028,0.99046,0.93282,0.9186,0.96959,0.72638,0.96806,0.48534,1.01097,0.00840362,0.00840362,0.00840362
131,1722.53,0.93693,0.5707,0.98534,0.92767,0.92798,0.96981,0.73282,0.93436,0.48651,0.99784,0.00839125,0.00839125,0.00839125
132,1735.4,0.93815,0.55021,0.98694,0.95805,0.91476,0.97209,0.73899,0.93753,0.47422,0.9967,0.00837887,0.00837887,0.00837887
133,1748.15,0.93763,0.60699,0.99734,0.94543,0.91775,0.96837,0.73339,0.93653,0.47359,1.00075,0.0083665,0.0083665,0.0083665
134,1761.11,0.93372,0.56095,0.99481,0.94799,0.91849,0.97151,0.73092,0.94405,0.47751,1.00704,0.00835413,0.00835413,0.00835413
135,1774.41,0.94778,0.55114,1.0044,0.95252,0.90726,0.97002,0.73316,0.93787,0.47386,1.00583,0.00834175,0.00834175,0.00834175
136,1787.19,0.92192,0.53121,0.98521,0.94212,0.92527,0.96649,0.73336,0.93069,0.47236,0.99935,0.00832937,0.00832937,0.00832937
137,1799.86,0.94912,0.56177,0.99749,0.9367,0.93282,0.96792,0.73702,0.9237,0.47363,0.99666,0.008317,0.008317,0.008317
138,1812.78,0.90728,0.54714,0.98689,0.95163,0.92119,0.96869,0.73913,0.92658,0.46475,1.00336,0.00830462,0.00830462,0.00830462
139,1825.59,0.90736,0.52962,0.97809,0.937,0.92237,0.96942,0.73353,0.92414,0.46575,1.00428,0.00829225,0.00829225,0.00829225
140,1838.59,0.91985,0.53845,0.98847,0.95444,0.92014,0.97411,0.74046,0.91881,0.45513,0.99991,0.00827988,0.00827988,0.00827988
141,1851.64,0.89373,0.53033,0.97869,0.9585,0.9199,0.9711,0.74564,0.92151,0.46069,0.99505,0.0082675,0.0082675,0.0082675
142,1864.72,0.93379,0.56262,0.98192,0.93828,0.92321,0.97318,0.73901,0.91305,0.46059,0.98912,0.00825513,0.00825513,0.00825513
143,1877.64,0.92233,0.55775,0.97197,0.93202,0.9354,0.97082,0.74525,0.91477,0.46098,0.99332,0.00824275,0.00824275,0.00824275
144,1890.43,0.9159,0.53512,0.98196,0.94355,0.92853,0.9708,0.74984,0.90633,0.45976,0.99621,0.00823038,0.00823038,0.00823038
145,1903.21,0.9275,0.53237,0.98213,0.96084,0.9199,0.97028,0.74778,0.91268,0.45976,0.99361,0.008218,0.008218,0.008218
146,1915.98,0.94215,0.5401,1.00145,0.97271,0.92101,0.97185,0.75345,0.90921,0.46383,0.99753,0.00820562,0.00820562,0.00820562
147,1928.78,0.92576,0.55889,0.98716,0.96493,0.92433,0.97499,0.74639,0.90884,0.45641,0.99749,0.00819325,0.00819325,0.00819325
148,1941.68,0.89874,0.5219,0.97651,0.94753,0.93325,0.97041,0.75061,0.90705,0.4471,0.9978,0.00818088,0.00818088,0.00818088
149,1954.9,0.90396,0.54615,0.97635,0.96128,0.92377,0.97035,0.75318,0.90034,0.44502,0.9839,0.0081685,0.0081685,0.0081685
150,1967.61,0.90599,0.53549,0.97547,0.94918,0.94444,0.97915,0.75447,0.90035,0.44629,0.98676,0.00815613,0.00815613,0.00815613
151,1980.36,0.8977,0.52024,0.97011,0.95623,0.93146,0.97033,0.74497,0.90438,0.447,0.99669,0.00814375,0.00814375,0.00814375
152,1993.3,0.92623,0.53994,0.99046,0.96378,0.9199,0.96868,0.74841,0.91233,0.45473,1.00665,0.00813138,0.00813138,0.00813138
153,2006.48,0.88079,0.51007,0.96671,0.96283,0.92765,0.9703,0.74829,0.90577,0.45517,0.99676,0.008119,0.008119,0.008119
154,2019.76,0.88697,0.5372,0.97224,0.9565,0.93282,0.97247,0.7475,0.90176,0.45192,0.99573,0.00810662,0.00810662,0.00810662
155,2033.29,0.92912,0.54411,0.9841,0.95775,0.93669,0.97242,0.75131,0.88644,0.45057,0.98863,0.00809425,0.00809425,0.00809425
156,2046.85,0.90233,0.52772,0.97919,0.9687,0.91958,0.97367,0.75205,0.87978,0.44988,0.98412,0.00808188,0.00808188,0.00808188
157,2060.25,0.87827,0.50935,0.95941,0.96803,0.92248,0.97113,0.75544,0.88942,0.45521,0.9888,0.0080695,0.0080695,0.0080695
158,2072.97,0.87349,0.50564,0.95042,0.97014,0.92362,0.96933,0.75451,0.90553,0.44878,0.98769,0.00805713,0.00805713,0.00805713
159,2085.89,0.87621,0.52558,0.95408,0.95094,0.92655,0.97562,0.75802,0.8874,0.44173,0.97898,0.00804475,0.00804475,0.00804475
160,2099.67,0.8968,0.51813,0.96823,0.95994,0.92506,0.97565,0.75931,0.88101,0.43273,0.96952,0.00803238,0.00803238,0.00803238
161,2113.3,0.88891,0.53167,0.96399,0.94876,0.94057,0.97539,0.76168,0.87629,0.43259,0.96276,0.00802,0.00802,0.00802
162,2126.07,0.89211,0.53338,0.97444,0.95864,0.92842,0.97779,0.76517,0.87146,0.43071,0.96489,0.00800762,0.00800762,0.00800762
163,2138.83,0.86744,0.5025,0.95356,0.96897,0.92797,0.975,0.76188,0.87985,0.42494,0.97047,0.00799525,0.00799525,0.00799525
164,2151.68,0.86748,0.51147,0.95346,0.96729,0.9354,0.97401,0.76221,0.87318,0.423,0.96989,0.00798288,0.00798288,0.00798288
165,2164.44,0.866,0.49869,0.95945,0.9691,0.9321,0.97685,0.76641,0.87625,0.42391,0.97014,0.0079705,0.0079705,0.0079705
166,2177.34,0.88121,0.53292,0.95894,0.97821,0.92815,0.97732,0.76725,0.87048,0.42631,0.9708,0.00795812,0.00795812,0.00795812
167,2190.15,0.87399,0.52081,0.95883,0.97838,0.93562,0.9765,0.76642,0.86655,0.42934,0.97065,0.00794575,0.00794575,0.00794575
168,2203.26,0.88104,0.50604,0.9573,0.96724,0.93411,0.97617,0.76626,0.86121,0.43261,0.97162,0.00793338,0.00793338,0.00793338
169,2216.2,0.88258,0.52176,0.96878,0.97218,0.93669,0.97715,0.76374,0.8584,0.42744,0.97076,0.007921,0.007921,0.007921
170,2228.87,0.86978,0.52624,0.95908,0.97438,0.93342,0.97686,0.76961,0.8567,0.4173,0.97113,0.00790863,0.00790863,0.00790863
171,2242.11,0.85855,0.52319,0.94876,0.97071,0.94193,0.97817,0.77049,0.86144,0.41555,0.96862,0.00789625,0.00789625,0.00789625
172,2256.03,0.86973,0.50942,0.96134,0.96689,0.94444,0.97811,0.76858,0.87266,0.41713,0.97192,0.00788388,0.00788388,0.00788388
173,2270.02,0.88308,0.51147,0.96268,0.9653,0.93449,0.97957,0.77131,0.86213,0.41829,0.96953,0.0078715,0.0078715,0.0078715
174,2283.19,0.86171,0.4965,0.95248,0.9615,0.93798,0.97905,0.77568,0.84591,0.41237,0.95995,0.00785912,0.00785912,0.00785912
175,2296.07,0.85493,0.49489,0.95988,0.96207,0.93152,0.98222,0.7758,0.84636,0.41096,0.95894,0.00784675,0.00784675,0.00784675
176,2308.83,0.85845,0.50489,0.95509,0.96944,0.92377,0.97973,0.77139,0.8541,0.41696,0.96522,0.00783438,0.00783438,0.00783438
177,2321.77,0.85868,0.49903,0.95547,0.97171,0.93209,0.97818,0.77102,0.85095,0.41419,0.9658,0.007822,0.007822,0.007822
178,2334.56,0.85769,0.4904,0.94138,0.97294,0.92917,0.97603,0.77259,0.84998,0.41452,0.967,0.00780963,0.00780963,0.00780963
179,2347.53,0.84967,0.50854,0.95924,0.97391,0.92636,0.97451,0.77158,0.84343,0.41455,0.96776,0.00779725,0.00779725,0.00779725
180,2360.27,0.86798,0.50701,0.96755,0.9747,0.93282,0.97513,0.77293,0.84405,0.41663,0.96942,0.00778488,0.00778488,0.00778488
181,2372.99,0.85136,0.50843,0.9576,0.97603,0.93928,0.9773,0.7731,0.83996,0.40947,0.96599,0.0077725,0.0077725,0.0077725
182,2386.62,0.89261,0.53523,0.96741,0.9745,0.93796,0.97687,0.77754,0.83417,0.40877,0.96274,0.00776013,0.00776013,0.00776013
183,2399.3,0.86358,0.50346,0.95671,0.96955,0.94608,0.97708,0.77709,0.8287,0.40379,0.95985,0.00774775,0.00774775,0.00774775
184,2411.91,0.85304,0.50257,0.9593,0.96427,0.94144,0.97812,0.78275,0.81989,0.40501,0.95819,0.00773538,0.00773538,0.00773538
185,2424.63,0.84484,0.50581,0.94692,0.97175,0.93316,0.97723,0.77949,0.81733,0.40627,0.95672,0.007723,0.007723,0.007723
