epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
102,1358.32,1.02935,0.60226,1.02757,0.95146,0.8863,0.96006,0.69966,1.00142,0.53978,1.04248,0.00875013,0.00875013,0.00875013
103,1372.11,1.01991,0.6108,1.01698,0.92873,0.88889,0.95804,0.69322,1.00581,0.536,1.0396,0.00873775,0.00873775,0.00873775
104,1385.51,1.00014,0.60561,1.02072,0.93035,0.9031,0.96271,0.69718,1.02694,0.54193,1.05604,0.00872538,0.00872538,0.00872538
105,1398.26,0.99815,0.58812,1.03362,0.96687,0.86734,0.95891,0.70245,1.00991,0.54234,1.04546,0.008713,0.008713,0.008713
106,1411.1,1.00161,0.64009,1.01987,0.95682,0.89406,0.9632,0.7048,1.01246,0.52796,1.04354,0.00870063,0.00870063,0.00870063
107,1423.68,1.01933,0.60685,1.03103,0.93508,0.89332,0.96295,0.71287,0.98961,0.53266,1.04683,0.00868825,0.00868825,0.00868825
108,1436.38,1.00472,0.59965,1.01335,0.93806,0.90011,0.96109,0.71114,0.99792,0.52197,1.0391,0.00867587,0.00867587,0.00867587
109,1448.99,0.99451,0.60377,1.03012,0.94311,0.89954,0.96381,0.71883,0.9749,0.52178,1.03334,0.0086635,0.0086635,0.0086635
110,1461.7,0.99638,0.58579,1.03197,0.94572,0.90037,0.96261,0.70889,0.98263,0.51719,1.03454,0.00865113,0.00865113,0.00865113
111,1474.47,0.98992,0.58759,1.00114,0.9318,0.9031,0.95595,0.71,0.99006,0.53035,1.03313,0.00863875,0.00863875,0.00863875
112,1487.16,0.97806,0.59387,1.00917,0.92715,0.90442,0.96131,0.71895,0.96312,0.51419,1.01237,0.00862638,0.00862638,0.00862638
113,1499.92,0.99565,0.58339,1.01997,0.94911,0.8916,0.96521,0.72067,0.97488,0.50958,1.03265,0.008614,0.008614,0.008614
114,1512.63,0.97109,0.57119,1.00487,0.95598,0.89785,0.95939,0.71167,0.97741,0.51735,1.03668,0.00860162,0.00860162,0.00860162
115,1525.15,0.97876,0.56843,1.00821,0.94931,0.89527,0.96562,0.71733,0.98334,0.51105,1.03183,0.00858925,0.00858925,0.00858925
116,1537.87,0.98038,0.58101,1.00745,0.94403,0.91523,0.96801,0.7272,0.95741,0.48912,1.0152,0.00857687,0.00857687,0.00857687
117,1550.62,0.97459,0.59572,1.00936,0.94606,0.90698,0.97058,0.72626,0.96636,0.49814,1.00824,0.0085645,0.0085645,0.0085645
118,1563.3,0.93862,0.56165,0.98141,0.93486,0.91473,0.96807,0.72623,0.94147,0.48564,0.99877,0.00855213,0.00855213,0.00855213
119,1576.3,0.97783,0.58117,1.00877,0.91776,0.90837,0.9608,0.71284,0.97254,0.51181,1.0201,0.00853975,0.00853975,0.00853975
120,1589.65,0.96935,0.55984,1.00727,0.93029,0.91388,0.96184,0.70946,0.96807,0.50572,1.01191,0.00852738,0.00852738,0.00852738
121,1602.71,0.93358,0.56007,0.98347,0.96108,0.88501,0.96117,0.71973,0.94561,0.5044,1.00171,0.008515,0.008515,0.008515
122,1615.39,0.94761,0.55678,0.98853,0.93621,0.91019,0.96191,0.72439,0.95607,0.48994,1.00749,0.00850262,0.00850262,0.00850262
123,1628.03,0.98178,0.58151,1.02671,0.93673,0.91731,0.96799,0.72043,0.95529,0.49084,1.01847,0.00849025,0.00849025,0.00849025
124,1640.59,0.95492,0.60114,0.9971,0.95777,0.90828,0.9664,0.72047,0.96873,0.49417,1.01675,0.00847787,0.00847787,0.00847787
125,1653.51,0.95216,0.57497,1.00202,0.9558,0.91473,0.96933,0.72887,0.94763,0.49073,1.00997,0.0084655,0.0084655,0.0084655
126,1666.53,0.97456,0.57015,1.00524,0.92888,0.93023,0.96909,0.7295,0.95042,0.49281,1.00769,0.00845313,0.00845313,0.00845313
127,1679.23,0.94048,0.56071,0.98554,0.95305,0.91793,0.96846,0.7291,0.9466,0.48742,1.00428,0.00844075,0.00844075,0.00844075
128,1692.16,0.95514,0.55281,0.99653,0.92887,0.91602,0.96594,0.72254,0.96118,0.49486,1.01754,0.00842838,0.00842838,0.00842838
129,1704.9,0.96388,0.56674,1.00278,0.95042,0.90439,0.96725,0.73332,0.93126,0.47403,0.99968,0.008416,0.008416,0.008416
130,1717.67,0.95271,0.57028,0.99046,0.93282,0.9186,0.96959,0.72638,0.96806,0.48534,1.01097,0.00840362,0.00840362,0.00840362
131,1730.43,0.93693,0.5707,0.98534,0.92767,0.92798,0.96981,0.73282,0.93436,0.48651,0.99784,0.00839125,0.00839125,0.00839125
132,1743.32,0.93815,0.55021,0.98694,0.95805,0.91476,0.97209,0.73899,0.93753,0.47422,0.9967,0.00837887,0.00837887,0.00837887
133,1755.99,0.93763,0.60699,0.99734,0.94543,0.91775,0.96837,0.73339,0.93653,0.47359,1.00075,0.0083665,0.0083665,0.0083665
