epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,927.702,0.94295,0.57299,1.00971,0.92102,0.9191,0.96202,0.68814,1.04771,0.55135,1.07539,0.0006536,0.0006536,0.0006536
70,940.47,0.96853,0.55796,1.02134,0.92807,0.88501,0.95307,0.67745,1.06129,0.5647,1.07854,0.0006338,0.0006338,0.0006338
71,953.286,0.98287,0.56826,1.02175,0.93125,0.89248,0.95433,0.68103,1.04457,0.56321,1.05902,0.000614,0.000614,0.000614
72,966.045,0.95927,0.58687,1.01444,0.93383,0.9116,0.96395,0.69616,1.01983,0.53172,1.0515,0.0005942,0.0005942,0.0005942
73,978.952,0.9659,0.5698,1.01321,0.92828,0.90568,0.96038,0.70221,1.01643,0.53778,1.04738,0.0005744,0.0005744,0.0005744
74,991.703,0.95229,0.55141,1.02663,0.9424,0.90052,0.96282,0.69369,1.04356,0.53555,1.0651,0.0005546,0.0005546,0.0005546
75,1004.49,0.95124,0.56216,1.01249,0.95148,0.88372,0.95817,0.69367,1.01952,0.53098,1.05304,0.0005348,0.0005348,0.0005348
76,1017.51,0.9138,0.55564,0.99515,0.93915,0.9031,0.96158,0.69894,1.02158,0.53754,1.04987,0.000515,0.000515,0.000515
77,1030.25,0.96439,0.56442,1.00662,0.95724,0.89662,0.96455,0.70187,1.00444,0.53431,1.04659,0.0004952,0.0004952,0.0004952
78,1043.06,0.89685,0.54512,0.98767,0.92947,0.89664,0.9587,0.69197,1.02393,0.54145,1.06244,0.0004754,0.0004754,0.0004754
79,1055.81,0.90364,0.51527,0.97904,0.94073,0.89406,0.96134,0.70804,0.98773,0.53415,1.03692,0.0004556,0.0004556,0.0004556
80,1068.75,0.91401,0.54088,0.98637,0.94244,0.90955,0.96591,0.70786,0.994,0.51432,1.04053,0.0004358,0.0004358,0.0004358
81,1081.57,0.90014,0.51973,0.98619,0.94437,0.92116,0.96654,0.71613,0.97779,0.51004,1.03706,0.000416,0.000416,0.000416
82,1094.4,0.89647,0.53595,0.98376,0.93725,0.91473,0.9666,0.70942,0.99054,0.51898,1.04308,0.0003962,0.0003962,0.0003962
83,1107.28,0.87489,0.5227,0.96994,0.9422,0.9186,0.9713,0.71144,0.99153,0.50441,1.03509,0.0003764,0.0003764,0.0003764
84,1120.31,0.85833,0.51247,0.96327,0.93511,0.9123,0.96874,0.72373,0.96161,0.49331,1.02441,0.0003566,0.0003566,0.0003566
85,1133.14,0.88495,0.51974,0.97578,0.94604,0.90597,0.97006,0.7213,0.95562,0.48169,1.01892,0.0003368,0.0003368,0.0003368
86,1146.29,0.88015,0.49257,0.97058,0.93023,0.92506,0.96828,0.71571,0.96844,0.49454,1.01786,0.000317,0.000317,0.000317
87,1159.1,0.86978,0.5162,0.96728,0.94156,0.9159,0.96721,0.71769,0.96949,0.49773,1.02347,0.0002972,0.0002972,0.0002972
88,1171.97,0.86425,0.49264,0.96773,0.95626,0.90383,0.96932,0.72141,0.96427,0.49737,1.02789,0.0002774,0.0002774,0.0002774
89,1184.96,0.85509,0.48035,0.96317,0.9382,0.92192,0.96983,0.71871,0.96839,0.49784,1.0283,0.0002576,0.0002576,0.0002576
90,1197.8,0.85119,0.47057,0.95329,0.94685,0.92068,0.9679,0.72172,0.96131,0.48219,1.02953,0.0002378,0.0002378,0.0002378
91,1211.18,0.79493,0.44894,0.9413,0.94666,0.91721,0.96728,0.71784,0.97278,0.49361,1.03172,0.000218,0.000218,0.000218
92,1224.3,0.78849,0.43318,0.94368,0.95883,0.90274,0.96955,0.72489,0.95102,0.48156,1.02016,0.0001982,0.0001982,0.0001982
93,1237.47,0.79011,0.46971,0.9493,0.95517,0.89793,0.96636,0.72471,0.96247,0.49201,1.02902,0.0001784,0.0001784,0.0001784
94,1250.45,0.79291,0.43986,0.95307,0.95782,0.90439,0.96946,0.72922,0.93986,0.47869,1.01597,0.0001586,0.0001586,0.0001586
95,1263.66,0.79663,0.44538,0.95126,0.95947,0.90827,0.96902,0.73184,0.94322,0.48043,1.01957,0.0001388,0.0001388,0.0001388
96,1276.58,0.77971,0.4589,0.9387,0.9641,0.902,0.9683,0.73004,0.93938,0.47389,1.0206,0.000119,0.000119,0.000119
97,1289.4,0.74934,0.40638,0.91988,0.94548,0.9186,0.96983,0.73831,0.92873,0.46907,1.01311,9.92e-05,9.92e-05,9.92e-05
98,1302.27,0.77118,0.43364,0.93076,0.96553,0.90465,0.97023,0.73449,0.92883,0.46851,1.01198,7.94e-05,7.94e-05,7.94e-05
99,1315.23,0.72628,0.38862,0.91707,0.96163,0.90655,0.97221,0.73888,0.92031,0.46411,1.01183,5.96e-05,5.96e-05,5.96e-05
100,1328.13,0.75654,0.4027,0.9234,0.95735,0.9031,0.97152,0.73709,0.92532,0.47127,1.01423,3.98e-05,3.98e-05,3.98e-05
